Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2022-02-23,573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Credit Card,Next Day Air,Yes,Yes,26,Bank Transfer,Annually
2023-12-21,574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,Cash,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
2022-02-03,575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,PayPal,Free Shipping,Yes,Yes,20,Bank Transfer,Bi-Weekly
2022-05-05,576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Venmo,Express,Yes,Yes,38,PayPal,Monthly
2023-06-23,577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5,Yes,Venmo,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months
2023-09-16,578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,PayPal,Store Pickup,Yes,Yes,41,Venmo,Annually
2023-03-13,579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Debit Card,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
2023-12-23,580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Debit Card,Free Shipping,Yes,Yes,48,Credit Card,Annually
2023-06-05,581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,PayPal,Free Shipping,Yes,Yes,10,PayPal,Weekly
2023-05-28,582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months
2023-01-05,583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly
2022-04-12,584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4,Yes,PayPal,Store Pickup,Yes,Yes,38,PayPal,Monthly
2022-01-13,585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,PayPal,Free Shipping,Yes,Yes,20,Debit Card,Monthly
2023-04-17,586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Credit Card,Next Day Air,Yes,Yes,5,Cash,Every 3 Months
2023-10-01,587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,9,Venmo,Annually
2022-11-23,588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,PayPal,Express,Yes,Yes,48,Debit Card,Every 3 Months
2023-07-12,589,47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3,Yes,Debit Card,Standard,Yes,Yes,9,Debit Card,Quarterly
2023-06-11,590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,40,PayPal,Annually
2022-08-06,591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Credit Card,Standard,Yes,Yes,30,Venmo,Fortnightly
2022-07-11,592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
2023-03-24,593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Venmo,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months
2022-07-24,594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months
2022-12-17,595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Monthly
2023-07-16,596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Credit Card,Next Day Air,Yes,Yes,47,PayPal,Quarterly
2022-03-15,597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,PayPal,Store Pickup,Yes,Yes,36,Venmo,Annually
2023-02-10,598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Bank Transfer,Standard,Yes,Yes,19,Bank Transfer,Fortnightly
2023-07-31,599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,Credit Card,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
2023-12-27,600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Cash,Standard,Yes,Yes,27,Debit Card,Every 3 Months
2022-11-18,601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,25,Venmo,Monthly
2023-04-01,602,32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5,Cash,Fortnightly
2022-04-22,603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
2023-08-07,604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months
2022-10-27,605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
2022-04-20,606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17,Bank Transfer,Weekly
2023-09-30,607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44,PayPal,Monthly
2023-03-05,608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44,Cash,Monthly
2023-07-04,609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
2023-04-19,610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
2023-03-10,611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
2023-01-26,612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19,Cash,Monthly
2023-07-15,613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33,Credit Card,Quarterly
2022-04-01,614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46,Cash,Bi-Weekly
2022-12-04,615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
2023-07-14,616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23,Venmo,Annually
2023-08-21,617,29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
2023-07-04,618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2,Bank Transfer,Quarterly
2022-05-31,619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4,Yes,Credit Card,Express,Yes,Yes,21,Debit Card,Bi-Weekly
2023-12-20,620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
2022-02-11,621,33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months
2022-04-13,622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45,Credit Card,Weekly
2022-04-28,623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,Yes,Credit Card,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
2022-09-17,624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48,PayPal,Bi-Weekly
2023-04-30,625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21,PayPal,Annually
2022-01-10,626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,1,Venmo,Weekly
2023-09-21,627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually
2022-12-04,628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24,PayPal,Monthly
2022-08-26,629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
2022-11-27,630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Annually
2023-03-09,631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
2023-10-23,632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27,Cash,Fortnightly
2023-10-26,633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19,Venmo,Fortnightly
2022-12-11,634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50,Debit Card,Quarterly
2023-03-11,635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46,PayPal,Weekly
2023-07-21,636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
2022-08-10,637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
2023-08-10,638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
2022-09-05,639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41,PayPal,Monthly
2023-01-09,640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Yes,Credit Card,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
2022-10-27,641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
2023-05-16,642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
2023-04-18,643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
2023-09-10,644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Venmo,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
2023-02-07,645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Venmo,Next Day Air,Yes,Yes,37,Cash,Weekly
2023-01-04,646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,15,Venmo,Bi-Weekly
2023-11-03,647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Debit Card,Standard,Yes,Yes,19,Venmo,Bi-Weekly
2022-07-26,648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Credit Card,Fortnightly
2022-11-18,649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,35,Credit Card,Weekly
2022-06-01,650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
2022-01-08,651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
2023-12-23,652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,PayPal,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
2023-08-25,653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,PayPal,Free Shipping,Yes,Yes,27,Venmo,Weekly
2023-07-22,654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
2022-12-04,655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Annually
2023-09-25,656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,19,Venmo,Monthly
2023-09-30,657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Debit Card,Standard,Yes,Yes,6,PayPal,Quarterly
2022-01-22,658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,PayPal,Free Shipping,Yes,Yes,6,PayPal,Quarterly
2022-01-18,659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,20,Venmo,Weekly
2023-09-03,660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8,Cash,Weekly
2022-04-05,661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
2023-09-10,662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Cash,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
2023-01-05,663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Debit Card,Express,Yes,Yes,39,Venmo,Bi-Weekly
2022-10-04,664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23,Credit Card,Monthly
2022-12-27,665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Cash,Express,Yes,Yes,41,PayPal,Bi-Weekly
2022-08-06,666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,Cash,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
2023-04-15,667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
2022-07-26,668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Debit Card,Standard,Yes,Yes,32,Bank Transfer,Quarterly
2022-03-13,669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35,Bank Transfer,Monthly
2023-04-29,670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,PayPal,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
2022-11-30,671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
2023-02-24,672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,PayPal,Express,Yes,Yes,45,Cash,Weekly
2022-10-21,673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
2022-04-09,674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
2022-10-07,675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
2023-09-10,676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,Cash,Annually
2023-12-03,677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
2022-07-16,678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Annually
2022-12-22,679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
2022-10-10,680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,PayPal,Express,Yes,Yes,37,Venmo,Fortnightly
2023-01-03,681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Venmo,Express,Yes,Yes,3,PayPal,Annually
2022-01-26,682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,PayPal,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
2023-11-20,683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4,Yes,Debit Card,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
2023-06-30,684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Venmo,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
2022-10-07,685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Monthly
2023-05-25,686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Fortnightly
2022-02-09,687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
2023-06-09,688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Cash,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
2023-04-11,689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,44,Venmo,Monthly
2023-11-05,690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Cash,Express,Yes,Yes,35,Credit Card,Every 3 Months
2023-05-04,691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Bank Transfer,Standard,Yes,Yes,45,Bank Transfer,Weekly
2023-10-22,692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Bi-Weekly
2022-10-30,693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4,Yes,Venmo,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
2022-03-11,694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
2023-04-09,695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
2023-06-14,696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
2022-04-15,697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Monthly
2022-03-28,698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
2023-12-03,699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Weekly
2023-05-03,700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
2023-01-23,701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Monthly
2023-10-09,702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
2023-12-16,703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Weekly
2023-07-22,704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Weekly
2023-10-09,705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Annually
2023-12-08,706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Quarterly
2022-08-18,707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Weekly
2023-06-15,708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually
2023-02-19,709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Fortnightly
2022-06-11,710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Monthly
2022-10-18,711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Fortnightly
2023-10-19,712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
2022-04-13,713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
2022-08-18,714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
2023-02-21,715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
2023-07-15,716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Quarterly
2023-09-23,717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Bi-Weekly
2022-05-04,718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Every 3 Months
2022-12-26,719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually
2023-03-05,720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
2023-05-24,721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Weekly
2022-09-20,722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
2023-07-31,723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
2022-08-12,724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Monthly
2022-02-18,725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
2023-02-13,726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Fortnightly
2023-05-10,727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
2023-09-12,728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
2023-03-24,729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
2022-02-09,730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Every 3 Months
2023-08-07,731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Fortnightly
2023-05-27,732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
2022-07-30,733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly
2023-08-12,734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
2023-05-16,735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
2022-08-19,736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
2023-05-19,737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
2022-04-28,738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Annually
